text,label
She put the bed on the table.,neutral
You are such a douchebag.,hate
You are such a slut.,hate
I can't believe you called me a knobhead.,hate
You are such a prick.,hate
Can you pass me that television?,neutral
There’s a computer outside the window.,neutral
Being a fuck is disgusting.,hate
That person is a real twat.,hate
Being a fuck is disgusting.,hate
Stop acting like a airhead.,offensive
Why are you such a dunce?,offensive
That person is a real cocksucker.,hate
She put the dog on the table.,neutral
Don't be such a sucker.,offensive
Why are you such a moron?,offensive
I can't believe you called me a scumbag.,hate
You're a complete dumbass sometimes.,offensive
You are such a faggot.,hate
He bought a new road yesterday.,neutral
Don't be such a imbecile.,offensive
There’s a car outside the window.,neutral
He bought a new door yesterday.,neutral
I can't believe you called me a arsehole.,hate
You're a complete clown sometimes.,offensive
She put the bottle on the table.,neutral
He bought a new shoe yesterday.,neutral
You're a complete buffoon sometimes.,offensive
Don't be such a simpleton.,offensive
Being a prick is disgusting.,hate
There’s a key outside the window.,neutral
That person is a real prick.,hate
Stop acting like a nincompoop.,offensive
That person is a real pussy.,hate
He bought a new cat yesterday.,neutral
Only a douchebag would say something like that.,hate
No one likes a weirdo.,offensive
There’s a road outside the window.,neutral
Stop acting like a chump.,offensive
Being a fuck is disgusting.,hate
Being a douchebag is disgusting.,hate
No one likes a loser.,offensive
That person is a real motherfucker.,hate
He bought a new river yesterday.,neutral
He bought a new book yesterday.,neutral
She put the book on the table.,neutral
There’s a mountain outside the window.,neutral
Don't be such a weirdo.,offensive
That person is a real douchebag.,hate
That person is a real wanker.,hate
She put the pen on the table.,neutral
You're a complete stupid sometimes.,offensive
Stop acting like a numbskull.,offensive
Don't be such a fool.,offensive
Don't be such a buffoon.,offensive
Being a crackhead is disgusting.,hate
That person is a real wanker.,hate
I can't believe you called me a motherfucker.,hate
Stop acting like a dipshit.,offensive
Stop acting like a moron.,offensive
Can you pass me that computer?,neutral
Being a cunt is disgusting.,hate
Stop acting like a tool.,offensive
I saw a shirt in the room.,neutral
No one likes a dunce.,offensive
Why are you such a stupid?,offensive
Stop acting like a tool.,offensive
There’s a clock outside the window.,neutral
Can you pass me that chair?,neutral
You are such a bitch.,hate
No one likes a weirdo.,offensive
Only a nigga would say something like that.,hate
Can you pass me that bag?,neutral
No one likes a airhead.,offensive
He bought a new window yesterday.,neutral
You are such a bollocks.,hate
Being a knobhead is disgusting.,hate
I can't believe you called me a nigga.,hate
You are such a nigger.,hate
Don't be such a fool.,offensive
Don't be such a nincompoop.,offensive
Why are you such a tool?,offensive
Being a motherfucker is disgusting.,hate
That person is a real nigger.,hate
Stop acting like a imbecile.,offensive
Being a motherfucker is disgusting.,hate
I can't believe you called me a cunt.,hate
Being a wanker is disgusting.,hate
Being a fuck is disgusting.,hate
Don't be such a nincompoop.,offensive
Only a scumbag would say something like that.,hate
Stop acting like a stupid.,offensive
That person is a real faggot.,hate
Can you pass me that computer?,neutral
No one likes a nincompoop.,offensive
No one likes a dipshit.,offensive
You're a complete dipstick sometimes.,offensive
No one likes a imbecile.,offensive
There’s a fan outside the window.,neutral
That person is a real fuck.,hate
He bought a new bag yesterday.,neutral
Only a retard would say something like that.,hate
Can you pass me that school?,neutral
No one likes a dope.,offensive
I can't believe you called me a faggot.,hate
Stop acting like a dumbass.,offensive
Stop acting like a dumbass.,offensive
That person is a real wanker.,hate
Why are you such a bonehead?,offensive
Why are you such a nutcase?,offensive
You are such a bollocks.,hate
That person is a real asshole.,hate
No one likes a twit.,offensive
Being a faggot is disgusting.,hate
There’s a computer outside the window.,neutral
That person is a real cocksucker.,hate
Why are you such a loser?,offensive
I saw a cup in the room.,neutral
Stop acting like a weirdo.,offensive
That person is a real dickhead.,hate
Only a bastard would say something like that.,hate
You are such a nigga.,hate
That person is a real wanker.,hate
Don't be such a weirdo.,offensive
I saw a bottle in the room.,neutral
I can't believe you called me a retard.,hate
There’s a chair outside the window.,neutral
There’s a river outside the window.,neutral
There’s a cat outside the window.,neutral
She put the lamp on the table.,neutral
You are such a crackhead.,hate
You're a complete loser sometimes.,offensive
Don't be such a buffoon.,offensive
No one likes a nutcase.,offensive
He bought a new road yesterday.,neutral
I saw a notebook in the room.,neutral
Can you pass me that bag?,neutral
You are such a fuck.,hate
There’s a key outside the window.,neutral
Being a dickhead is disgusting.,hate
He bought a new road yesterday.,neutral
That person is a real nigga.,hate
You are such a shithead.,hate
You're a complete twit sometimes.,offensive
You're a complete stupid sometimes.,offensive
I can't believe you called me a pussy.,hate
Don't be such a buffoon.,offensive
Can you pass me that dog?,neutral
Being a douchebag is disgusting.,hate
You are such a shithead.,hate
Stop acting like a dipshit.,offensive
I can't believe you called me a cocksucker.,hate
Don't be such a stupid.,offensive
Don't be such a sucker.,offensive
I saw a tree in the room.,neutral
Only a motherfucker would say something like that.,hate
Don't be such a blockhead.,offensive
He bought a new tree yesterday.,neutral
Don't be such a dumbass.,offensive
There’s a window outside the window.,neutral
There’s a tree outside the window.,neutral
Stop acting like a tool.,offensive
Why are you such a stupid?,offensive
He bought a new tree yesterday.,neutral
Can you pass me that car?,neutral
I can't believe you called me a nigger.,hate
I saw a shirt in the room.,neutral
Being a nigga is disgusting.,hate
That person is a real nigger.,hate
I saw a school in the room.,neutral
Why are you such a chump?,offensive
There’s a table outside the window.,neutral
Stop acting like a simpleton.,offensive
He bought a new table yesterday.,neutral
Can you pass me that phone?,neutral
You are such a prick.,hate
You're a complete blockhead sometimes.,offensive
Why are you such a stupid?,offensive
Stop acting like a imbecile.,offensive
Can you pass me that mountain?,neutral
Don't be such a nutcase.,offensive
She put the notebook on the table.,neutral
She put the television on the table.,neutral
Only a arsehole would say something like that.,hate
No one likes a imbecile.,offensive
Stop acting like a dipstick.,offensive
Only a wanker would say something like that.,hate
Only a cunt would say something like that.,hate
She put the key on the table.,neutral
That person is a real cock.,hate
Why are you such a numbskull?,offensive
I can't believe you called me a cock.,hate
Can you pass me that house?,neutral
He bought a new phone yesterday.,neutral
Can you pass me that television?,neutral
Don't be such a clown.,offensive
Don't be such a airhead.,offensive
She put the tree on the table.,neutral
She put the cat on the table.,neutral
She put the cat on the table.,neutral
Being a prick is disgusting.,hate
No one likes a simpleton.,offensive
There’s a table outside the window.,neutral
You're a complete fool sometimes.,offensive
You are such a jerkoff.,hate
No one likes a airhead.,offensive
I can't believe you called me a prick.,hate
I saw a clock in the room.,neutral
Why are you such a nutcase?,offensive
Can you pass me that door?,neutral
She put the shoe on the table.,neutral
You're a complete tool sometimes.,offensive
I saw a notebook in the room.,neutral
I can't believe you called me a arsehole.,hate
I saw a chair in the room.,neutral
You're a complete blockhead sometimes.,offensive
No one likes a imbecile.,offensive
No one likes a dipshit.,offensive
He bought a new car yesterday.,neutral
Can you pass me that key?,neutral
Why are you such a loser?,offensive
No one likes a fool.,offensive
Why are you such a twit?,offensive
That person is a real nigga.,hate
Being a dickhead is disgusting.,hate
Can you pass me that phone?,neutral
There’s a bed outside the window.,neutral
Stop acting like a chump.,offensive
Why are you such a clown?,offensive
No one likes a stupid.,offensive
I saw a mountain in the room.,neutral
You're a complete chump sometimes.,offensive
Can you pass me that pen?,neutral
Being a twat is disgusting.,hate
You're a complete numbskull sometimes.,offensive
I saw a bottle in the room.,neutral
I can't believe you called me a shithead.,hate
Only a douchebag would say something like that.,hate
Only a pussy would say something like that.,hate
There’s a window outside the window.,neutral
Don't be such a dipstick.,offensive
No one likes a loser.,offensive
He bought a new apple yesterday.,neutral
No one likes a jerk.,offensive
There’s a tree outside the window.,neutral
Why are you such a simpleton?,offensive
Why are you such a numbskull?,offensive
There’s a television outside the window.,neutral
That person is a real dickhead.,hate
Being a motherfucker is disgusting.,hate
I saw a pen in the room.,neutral
You are such a retard.,hate
She put the television on the table.,neutral
Stop acting like a sucker.,offensive
Being a nigga is disgusting.,hate
Being a motherfucker is disgusting.,hate
No one likes a stupid.,offensive
No one likes a chump.,offensive
Being a bastard is disgusting.,hate
No one likes a dumbass.,offensive
Why are you such a dunce?,offensive
I saw a shoe in the room.,neutral
No one likes a fool.,offensive
Being a cocksucker is disgusting.,hate
He bought a new lamp yesterday.,neutral
Stop acting like a chump.,offensive
She put the computer on the table.,neutral
Can you pass me that cat?,neutral
Being a whore is disgusting.,hate
No one likes a stupid.,offensive
She put the door on the table.,neutral
Only a tosser would say something like that.,hate
I can't believe you called me a cock.,hate
You're a complete jerk sometimes.,offensive
Don't be such a tool.,offensive
Stop acting like a airhead.,offensive
No one likes a twit.,offensive
Only a nigga would say something like that.,hate
You are such a bollocks.,hate
There’s a tree outside the window.,neutral
Why are you such a dunce?,offensive
Why are you such a buffoon?,offensive
Don't be such a stupid.,offensive
Can you pass me that house?,neutral
You are such a knobhead.,hate
Stop acting like a dumbass.,offensive
He bought a new shirt yesterday.,neutral
You are such a cock.,hate
Only a nigger would say something like that.,hate
Why are you such a simpleton?,offensive
You're a complete idiot sometimes.,offensive
Only a nigga would say something like that.,hate
No one likes a dunce.,offensive
She put the cup on the table.,neutral
There’s a bag outside the window.,neutral
No one likes a buffoon.,offensive
Don't be such a airhead.,offensive
Being a retard is disgusting.,hate
There’s a house outside the window.,neutral
Can you pass me that chair?,neutral
She put the dog on the table.,neutral
You are such a bitch.,hate
Only a jerkoff would say something like that.,hate
Only a motherfucker would say something like that.,hate
She put the window on the table.,neutral
Being a bitch is disgusting.,hate
Why are you such a simpleton?,offensive
Why are you such a numbskull?,offensive
Stop acting like a dipshit.,offensive
Stop acting like a imbecile.,offensive
Stop acting like a dumbass.,offensive
Being a arsehole is disgusting.,hate
Don't be such a buffoon.,offensive
You are such a prick.,hate
Why are you such a simpleton?,offensive
I can't believe you called me a twat.,hate
Stop acting like a chump.,offensive
No one likes a dunce.,offensive
I saw a shirt in the room.,neutral
She put the bottle on the table.,neutral
Being a nigga is disgusting.,hate
There’s a shoe outside the window.,neutral
You are such a dickhead.,hate
You are such a tosser.,hate
You're a complete dunce sometimes.,offensive
Being a crackhead is disgusting.,hate
No one likes a stupid.,offensive
Don't be such a fool.,offensive
He bought a new shirt yesterday.,neutral
Being a retard is disgusting.,hate
Only a cock would say something like that.,hate
I can't believe you called me a arsehole.,hate
You are such a knobhead.,hate
I saw a book in the room.,neutral
Stop acting like a dope.,offensive
I can't believe you called me a cock.,hate
She put the lamp on the table.,neutral
You are such a faggot.,hate
He bought a new chair yesterday.,neutral
No one likes a stupid.,offensive
I can't believe you called me a shithead.,hate
Only a scumbag would say something like that.,hate
That person is a real retard.,hate
Don't be such a bonehead.,offensive
I can't believe you called me a crackhead.,hate
He bought a new chair yesterday.,neutral
He bought a new notebook yesterday.,neutral
Don't be such a blockhead.,offensive
I can't believe you called me a scumbag.,hate
Stop acting like a nincompoop.,offensive
Can you pass me that house?,neutral
You are such a retard.,hate
Being a cock is disgusting.,hate
Can you pass me that chair?,neutral
Being a faggot is disgusting.,hate
No one likes a bonehead.,offensive
He bought a new bed yesterday.,neutral
That person is a real arsehole.,hate
Only a nigga would say something like that.,hate
No one likes a idiot.,offensive
No one likes a dipshit.,offensive
I saw a dog in the room.,neutral
Can you pass me that chair?,neutral
You're a complete loser sometimes.,offensive
There’s a shoe outside the window.,neutral
Being a nigga is disgusting.,hate
I saw a television in the room.,neutral
Being a whore is disgusting.,hate
She put the lamp on the table.,neutral
No one likes a clown.,offensive
Only a douchebag would say something like that.,hate
You are such a scumbag.,hate
She put the lamp on the table.,neutral
He bought a new fan yesterday.,neutral
There’s a apple outside the window.,neutral
That person is a real faggot.,hate
Being a motherfucker is disgusting.,hate
I saw a school in the room.,neutral
You are such a cunt.,hate
I saw a mountain in the room.,neutral
Why are you such a fool?,offensive
There’s a table outside the window.,neutral
I can't believe you called me a faggot.,hate
Stop acting like a airhead.,offensive
He bought a new pen yesterday.,neutral
Only a prick would say something like that.,hate
He bought a new bed yesterday.,neutral
You're a complete nutcase sometimes.,offensive
Only a tosser would say something like that.,hate
He bought a new road yesterday.,neutral
That person is a real pussy.,hate
There’s a key outside the window.,neutral
Don't be such a weirdo.,offensive
There’s a dog outside the window.,neutral
Being a retard is disgusting.,hate
Only a jerkoff would say something like that.,hate
That person is a real bollocks.,hate
Don't be such a chump.,offensive
I saw a bag in the room.,neutral
You are such a motherfucker.,hate
She put the school on the table.,neutral
Why are you such a nutcase?,offensive
Why are you such a idiot?,offensive
Stop acting like a loser.,offensive
Stop acting like a weirdo.,offensive
Stop acting like a moron.,offensive
That person is a real arsehole.,hate
Only a crackhead would say something like that.,hate
I can't believe you called me a bastard.,hate
You are such a jerkoff.,hate
That person is a real cunt.,hate
You are such a jerkoff.,hate
There’s a bottle outside the window.,neutral
She put the dog on the table.,neutral
Why are you such a airhead?,offensive
Stop acting like a imbecile.,offensive
Can you pass me that door?,neutral
You are such a prick.,hate
She put the clock on the table.,neutral
Only a crackhead would say something like that.,hate
No one likes a dipshit.,offensive
There’s a dog outside the window.,neutral
You are such a tosser.,hate
Why are you such a simpleton?,offensive
Being a scumbag is disgusting.,hate
She put the dog on the table.,neutral
I saw a tree in the room.,neutral
I can't believe you called me a cunt.,hate
Don't be such a dunce.,offensive
No one likes a dope.,offensive
Only a shithead would say something like that.,hate
You are such a shithead.,hate
He bought a new tree yesterday.,neutral
Don't be such a twit.,offensive
You are such a tosser.,hate
Being a cunt is disgusting.,hate
I saw a dog in the room.,neutral
Stop acting like a nutcase.,offensive
Being a cunt is disgusting.,hate
He bought a new door yesterday.,neutral
You're a complete chump sometimes.,offensive
I saw a school in the room.,neutral
Can you pass me that shirt?,neutral
She put the lamp on the table.,neutral
I saw a window in the room.,neutral
Don't be such a simpleton.,offensive
Being a crackhead is disgusting.,hate
You're a complete moron sometimes.,offensive
No one likes a nutcase.,offensive
I can't believe you called me a faggot.,hate
She put the chair on the table.,neutral
Only a arsehole would say something like that.,hate
He bought a new window yesterday.,neutral
That person is a real shithead.,hate
There’s a computer outside the window.,neutral
You're a complete simpleton sometimes.,offensive
Only a scumbag would say something like that.,hate
That person is a real tosser.,hate
There’s a clock outside the window.,neutral
Being a jerkoff is disgusting.,hate
No one likes a imbecile.,offensive
There’s a window outside the window.,neutral
That person is a real cunt.,hate
Only a knobhead would say something like that.,hate
Being a jerkoff is disgusting.,hate
He bought a new phone yesterday.,neutral
She put the bed on the table.,neutral
Only a fuck would say something like that.,hate
I saw a shirt in the room.,neutral
I can't believe you called me a bitch.,hate
No one likes a twit.,offensive
You're a complete loser sometimes.,offensive
Stop acting like a nutcase.,offensive
Being a cock is disgusting.,hate
You are such a bitch.,hate
Stop acting like a dumbass.,offensive
Don't be such a clown.,offensive
Don't be such a nutcase.,offensive
Can you pass me that cup?,neutral
He bought a new table yesterday.,neutral
Can you pass me that river?,neutral
Why are you such a stupid?,offensive
You are such a slut.,hate
Only a twat would say something like that.,hate
Only a bastard would say something like that.,hate
Why are you such a dipstick?,offensive
I can't believe you called me a bollocks.,hate
Can you pass me that fan?,neutral
She put the key on the table.,neutral
Why are you such a chump?,offensive
There’s a road outside the window.,neutral
I saw a chair in the room.,neutral
I can't believe you called me a douchebag.,hate
She put the dog on the table.,neutral
Don't be such a nincompoop.,offensive
There’s a book outside the window.,neutral
He bought a new pen yesterday.,neutral
Being a retard is disgusting.,hate
Stop acting like a bonehead.,offensive
No one likes a nincompoop.,offensive
Being a slut is disgusting.,hate
Can you pass me that bottle?,neutral
I saw a cat in the room.,neutral
He bought a new apple yesterday.,neutral
She put the lamp on the table.,neutral
Stop acting like a loser.,offensive
I can't believe you called me a bollocks.,hate
You are such a slut.,hate
I saw a door in the room.,neutral
You're a complete weirdo sometimes.,offensive
I saw a chair in the room.,neutral
Stop acting like a weirdo.,offensive
You're a complete imbecile sometimes.,offensive
No one likes a bonehead.,offensive
Only a bitch would say something like that.,hate
I can't believe you called me a cock.,hate
Why are you such a loser?,offensive
No one likes a loser.,offensive
Stop acting like a tool.,offensive
You are such a bollocks.,hate
You're a complete idiot sometimes.,offensive
He bought a new chair yesterday.,neutral
There’s a cup outside the window.,neutral
I saw a lamp in the room.,neutral
He bought a new door yesterday.,neutral
Why are you such a bonehead?,offensive
No one likes a clown.,offensive
He bought a new dog yesterday.,neutral
There’s a chair outside the window.,neutral
That person is a real cunt.,hate
That person is a real slut.,hate
Why are you such a nutcase?,offensive
You're a complete loser sometimes.,offensive
Only a retard would say something like that.,hate
Can you pass me that school?,neutral
Only a douchebag would say something like that.,hate
Can you pass me that house?,neutral
I saw a bed in the room.,neutral
She put the television on the table.,neutral
No one likes a moron.,offensive
You're a complete dunce sometimes.,offensive
No one likes a airhead.,offensive
He bought a new pen yesterday.,neutral
She put the key on the table.,neutral
She put the apple on the table.,neutral
That person is a real asshole.,hate
You're a complete loser sometimes.,offensive
You are such a prick.,hate
I can't believe you called me a nigga.,hate
There’s a book outside the window.,neutral
There’s a tree outside the window.,neutral
Can you pass me that school?,neutral
Stop acting like a buffoon.,offensive
Can you pass me that cat?,neutral
There’s a cat outside the window.,neutral
Being a jerkoff is disgusting.,hate
He bought a new pen yesterday.,neutral
No one likes a bonehead.,offensive
I saw a bottle in the room.,neutral
I can't believe you called me a whore.,hate
You're a complete stupid sometimes.,offensive
There’s a window outside the window.,neutral
Being a twat is disgusting.,hate
There’s a apple outside the window.,neutral
No one likes a tool.,offensive
He bought a new table yesterday.,neutral
Why are you such a dunce?,offensive
Being a retard is disgusting.,hate
Only a retard would say something like that.,hate
Being a bastard is disgusting.,hate
No one likes a dope.,offensive
That person is a real pussy.,hate
You're a complete chump sometimes.,offensive
There’s a pen outside the window.,neutral
I can't believe you called me a faggot.,hate
I can't believe you called me a asshole.,hate
I saw a road in the room.,neutral
Don't be such a stupid.,offensive
Why are you such a clown?,offensive
Can you pass me that clock?,neutral
You are such a wanker.,hate
You're a complete dunce sometimes.,offensive
Only a cunt would say something like that.,hate
I saw a key in the room.,neutral
Don't be such a dipshit.,offensive
There’s a lamp outside the window.,neutral
Only a retard would say something like that.,hate
I saw a computer in the room.,neutral
I saw a door in the room.,neutral
She put the bed on the table.,neutral
Can you pass me that bottle?,neutral
Being a whore is disgusting.,hate
That person is a real slut.,hate
Being a bitch is disgusting.,hate
That person is a real bastard.,hate
You're a complete moron sometimes.,offensive
You're a complete simpleton sometimes.,offensive
Being a knobhead is disgusting.,hate
Why are you such a loser?,offensive
That person is a real pussy.,hate
You are such a motherfucker.,hate
I can't believe you called me a retard.,hate
No one likes a buffoon.,offensive
I can't believe you called me a dickhead.,hate
I can't believe you called me a wanker.,hate
Why are you such a bonehead?,offensive
I can't believe you called me a bastard.,hate
He bought a new shoe yesterday.,neutral
Can you pass me that dog?,neutral
Don't be such a bonehead.,offensive
You are such a dickhead.,hate
I can't believe you called me a nigga.,hate
Only a twat would say something like that.,hate
That person is a real cock.,hate
Being a fuck is disgusting.,hate
You're a complete dunce sometimes.,offensive
She put the book on the table.,neutral
Being a bitch is disgusting.,hate
He bought a new school yesterday.,neutral
He bought a new bottle yesterday.,neutral
No one likes a imbecile.,offensive
Why are you such a sucker?,offensive
Stop acting like a twit.,offensive
Can you pass me that television?,neutral
You're a complete tool sometimes.,offensive
I can't believe you called me a motherfucker.,hate
I can't believe you called me a prick.,hate
No one likes a dope.,offensive
That person is a real wanker.,hate
Don't be such a numbskull.,offensive
That person is a real slut.,hate
Can you pass me that apple?,neutral
Don't be such a blockhead.,offensive
No one likes a tool.,offensive
You are such a fuck.,hate
Being a fuck is disgusting.,hate
No one likes a dipshit.,offensive
No one likes a dumbass.,offensive
I can't believe you called me a asshole.,hate
He bought a new key yesterday.,neutral
There’s a clock outside the window.,neutral
You are such a bastard.,hate
That person is a real arsehole.,hate
Why are you such a dope?,offensive
Can you pass me that shoe?,neutral
Can you pass me that road?,neutral
Only a knobhead would say something like that.,hate
She put the key on the table.,neutral
Why are you such a fool?,offensive
I can't believe you called me a bollocks.,hate
Stop acting like a stupid.,offensive
I saw a river in the room.,neutral
I can't believe you called me a crackhead.,hate
Stop acting like a chump.,offensive
Stop acting like a tool.,offensive
Stop acting like a dope.,offensive
Being a fuck is disgusting.,hate
Only a tosser would say something like that.,hate
Don't be such a jerk.,offensive
Being a cocksucker is disgusting.,hate
Only a douchebag would say something like that.,hate
That person is a real nigga.,hate
You are such a arsehole.,hate
Don't be such a idiot.,offensive
Stop acting like a clown.,offensive
Can you pass me that chair?,neutral
Stop acting like a dipstick.,offensive
He bought a new mountain yesterday.,neutral
That person is a real bastard.,hate
That person is a real motherfucker.,hate
She put the mountain on the table.,neutral
You're a complete airhead sometimes.,offensive
Can you pass me that key?,neutral
Being a retard is disgusting.,hate
There’s a fan outside the window.,neutral
You're a complete sucker sometimes.,offensive
Don't be such a dumbass.,offensive
Stop acting like a fool.,offensive
Stop acting like a nutcase.,offensive
I can't believe you called me a wanker.,hate
Only a twat would say something like that.,hate
Being a arsehole is disgusting.,hate
I saw a shoe in the room.,neutral
Can you pass me that car?,neutral
Can you pass me that lamp?,neutral
That person is a real tosser.,hate
That person is a real cocksucker.,hate
Only a nigger would say something like that.,hate
You are such a nigga.,hate
You're a complete jerk sometimes.,offensive
Stop acting like a jerk.,offensive
She put the lamp on the table.,neutral
No one likes a chump.,offensive
Why are you such a idiot?,offensive
Stop acting like a tool.,offensive
I saw a phone in the room.,neutral
Being a tosser is disgusting.,hate
Can you pass me that door?,neutral
I saw a mountain in the room.,neutral
He bought a new road yesterday.,neutral
You're a complete chump sometimes.,offensive
That person is a real cunt.,hate
Can you pass me that fan?,neutral
I can't believe you called me a faggot.,hate
Don't be such a dumbass.,offensive
Don't be such a nutcase.,offensive
Being a douchebag is disgusting.,hate
You're a complete twit sometimes.,offensive
Can you pass me that key?,neutral
She put the clock on the table.,neutral
I can't believe you called me a retard.,hate
You are such a twat.,hate
There’s a clock outside the window.,neutral
Why are you such a loser?,offensive
No one likes a dipshit.,offensive
He bought a new car yesterday.,neutral
He bought a new dog yesterday.,neutral
That person is a real bollocks.,hate
You're a complete chump sometimes.,offensive
You are such a cunt.,hate
He bought a new television yesterday.,neutral
Stop acting like a fool.,offensive
I can't believe you called me a bastard.,hate
Stop acting like a loser.,offensive
Don't be such a weirdo.,offensive
She put the school on the table.,neutral
He bought a new tree yesterday.,neutral
There’s a bed outside the window.,neutral
No one likes a twit.,offensive
I can't believe you called me a jerkoff.,hate
He bought a new bag yesterday.,neutral
Only a crackhead would say something like that.,hate
Stop acting like a nutcase.,offensive
You are such a douchebag.,hate
He bought a new door yesterday.,neutral
There’s a tree outside the window.,neutral
He bought a new apple yesterday.,neutral
Only a cunt would say something like that.,hate
Stop acting like a weirdo.,offensive
You are such a shithead.,hate
I saw a phone in the room.,neutral
He bought a new mountain yesterday.,neutral
I can't believe you called me a cocksucker.,hate
No one likes a loser.,offensive
I saw a bottle in the room.,neutral
I saw a lamp in the room.,neutral
There’s a notebook outside the window.,neutral
Can you pass me that television?,neutral
She put the clock on the table.,neutral
Being a jerkoff is disgusting.,hate
She put the school on the table.,neutral
That person is a real jerkoff.,hate
Stop acting like a blockhead.,offensive
She put the television on the table.,neutral
Being a scumbag is disgusting.,hate
No one likes a clown.,offensive
You're a complete dunce sometimes.,offensive
Why are you such a tool?,offensive
I saw a television in the room.,neutral
Don't be such a airhead.,offensive
No one likes a dunce.,offensive
You are such a dickhead.,hate
He bought a new fan yesterday.,neutral
Can you pass me that house?,neutral
Why are you such a bonehead?,offensive
Why are you such a weirdo?,offensive
You're a complete nutcase sometimes.,offensive
You're a complete weirdo sometimes.,offensive
I can't believe you called me a pussy.,hate
Don't be such a twit.,offensive
I saw a bed in the room.,neutral
I saw a road in the room.,neutral
That person is a real crackhead.,hate
Don't be such a fool.,offensive
He bought a new tree yesterday.,neutral
I can't believe you called me a tosser.,hate
I saw a river in the room.,neutral
She put the house on the table.,neutral
That person is a real dickhead.,hate
Only a bastard would say something like that.,hate
Can you pass me that computer?,neutral
Being a prick is disgusting.,hate
Can you pass me that tree?,neutral
You are such a jerkoff.,hate
Why are you such a sucker?,offensive
Being a knobhead is disgusting.,hate
I can't believe you called me a cunt.,hate
You're a complete moron sometimes.,offensive
Only a whore would say something like that.,hate
Can you pass me that clock?,neutral
Only a scumbag would say something like that.,hate
Stop acting like a chump.,offensive
I can't believe you called me a jerkoff.,hate
She put the cat on the table.,neutral
She put the clock on the table.,neutral
There’s a computer outside the window.,neutral
Being a faggot is disgusting.,hate
No one likes a twit.,offensive
Don't be such a simpleton.,offensive
No one likes a buffoon.,offensive
There’s a pen outside the window.,neutral
Stop acting like a idiot.,offensive
Don't be such a dope.,offensive
Only a whore would say something like that.,hate
Only a jerkoff would say something like that.,hate
Being a arsehole is disgusting.,hate
You're a complete jerk sometimes.,offensive
That person is a real bastard.,hate
No one likes a nutcase.,offensive
He bought a new television yesterday.,neutral
Only a slut would say something like that.,hate
She put the cat on the table.,neutral
You're a complete dunce sometimes.,offensive
Stop acting like a dumbass.,offensive
Why are you such a sucker?,offensive
Being a fuck is disgusting.,hate
Can you pass me that river?,neutral
Stop acting like a buffoon.,offensive
He bought a new car yesterday.,neutral
No one likes a dipshit.,offensive
Stop acting like a twit.,offensive
That person is a real nigger.,hate
Being a prick is disgusting.,hate
That person is a real knobhead.,hate
Stop acting like a nutcase.,offensive
You're a complete idiot sometimes.,offensive
Why are you such a stupid?,offensive
She put the dog on the table.,neutral
She put the notebook on the table.,neutral
Stop acting like a dunce.,offensive
Only a crackhead would say something like that.,hate
Can you pass me that fan?,neutral
Why are you such a dumbass?,offensive
There’s a chair outside the window.,neutral
I saw a shoe in the room.,neutral
I can't believe you called me a fuck.,hate
Only a nigga would say something like that.,hate
Don't be such a tool.,offensive
He bought a new road yesterday.,neutral
No one likes a idiot.,offensive
You're a complete idiot sometimes.,offensive
That person is a real prick.,hate
Being a pussy is disgusting.,hate
Don't be such a chump.,offensive
You're a complete dipshit sometimes.,offensive
Why are you such a dumbass?,offensive
She put the door on the table.,neutral
Can you pass me that book?,neutral
Don't be such a dumbass.,offensive
You're a complete imbecile sometimes.,offensive
She put the tree on the table.,neutral
He bought a new door yesterday.,neutral
No one likes a dunce.,offensive
That person is a real prick.,hate
Being a nigger is disgusting.,hate
Being a pussy is disgusting.,hate
He bought a new fan yesterday.,neutral
You are such a wanker.,hate
I can't believe you called me a cocksucker.,hate
Can you pass me that clock?,neutral
You're a complete nutcase sometimes.,offensive
I saw a dog in the room.,neutral
She put the window on the table.,neutral
Why are you such a dope?,offensive
I can't believe you called me a nigga.,hate
Stop acting like a imbecile.,offensive
There’s a shoe outside the window.,neutral
Stop acting like a jerk.,offensive
You're a complete dunce sometimes.,offensive
There’s a door outside the window.,neutral
Only a twat would say something like that.,hate
You're a complete simpleton sometimes.,offensive
You're a complete chump sometimes.,offensive
Can you pass me that mountain?,neutral
I can't believe you called me a motherfucker.,hate
Stop acting like a moron.,offensive
She put the door on the table.,neutral
You are such a pussy.,hate
Only a tosser would say something like that.,hate
Don't be such a fool.,offensive
She put the cup on the table.,neutral
I can't believe you called me a jerkoff.,hate
Don't be such a dope.,offensive
No one likes a dope.,offensive
Don't be such a moron.,offensive
There’s a pen outside the window.,neutral
Only a dickhead would say something like that.,hate
You're a complete numbskull sometimes.,offensive
Only a shithead would say something like that.,hate
There’s a bed outside the window.,neutral
Why are you such a dipstick?,offensive
That person is a real bollocks.,hate
I can't believe you called me a arsehole.,hate
Don't be such a imbecile.,offensive
You're a complete clown sometimes.,offensive
Only a nigga would say something like that.,hate
Only a bastard would say something like that.,hate
You are such a cocksucker.,hate
You're a complete jerk sometimes.,offensive
Why are you such a nutcase?,offensive
No one likes a stupid.,offensive
She put the shoe on the table.,neutral
Why are you such a blockhead?,offensive
I saw a window in the room.,neutral
You're a complete buffoon sometimes.,offensive
You are such a knobhead.,hate
Why are you such a moron?,offensive
Why are you such a dipshit?,offensive
That person is a real knobhead.,hate
